"generation","offspring_size","selection_gradient","feedback"
73,4.988309892313299,-0.160281000403272,-0.003858756730905657
74,4.988149611312895,-0.16028485924250052,-0.003859014632779824
75,4.987989326453653,-0.16028871833963884,-0.003859272560687029
76,4.987829037735313,-0.16029257769471303,-0.003859530514630379
77,4.9876687451576185,-0.16029643730774906,-0.0038597884946129767
78,4.987508448720311,-0.16030029717877298,-0.003860046500637931
79,4.987348148423132,-0.16030415730781084,-0.0038603045327083455
80,4.987187844265825,-0.16030801769488875,-0.0038605625908273307
81,4.98702753624813,-0.16031187834003266,-0.003860820674997992
82,4.98686722436979,-0.16031573924326872,-0.003861078785223438
83,4.986706908630547,-0.1603196004046229,-0.003861336921506773
84,4.986546589030142,-0.16032346182412133,-0.003861595083851111
85,4.986386265568318,-0.16032732350179002,-0.0038618532722595536
86,4.986225938244816,-0.16033118543765504,-0.0038621114867352143
87,4.986065607059379,-0.16033504763174247,-0.0038623697272812
88,4.985905272011747,-0.16033891008407838,-0.0038626279939006198
89,4.985744933101663,-0.1603427727946889,-0.003862886286596586
90,4.985584590328869,-0.1603466357636,-0.003863144605372205
91,4.985424243693105,-0.16035049899083784,-0.003863402950230589
92,4.985263893194114,-0.16035436247642845,-0.003863661321174847
93,4.985103538831638,-0.16035822622039797,-0.003863919718208091
94,4.984943180605417,-0.16036209022277245,-0.0038641781413334313
95,4.984782818515194,-0.16036595448357802,-0.0038644365905539787
96,4.984622452560711,-0.16036981900284072,-0.0038646950658728467
97,4.984462082741707,-0.16037368378058672,-0.003864953567293146
98,4.9843017090579265,-0.16037754881684207,-0.003865212094817989
99,4.984141331509109,-0.16038141411163293,-0.003865470648450489
100,4.983980950094997,-0.1603852796649853,-0.003865729228193756
101,4.983820564815332,-0.16038914547692543,-0.0038659878340509073
102,4.983660175669855,-0.1603930115474793,-0.0038662464660250513
103,4.983499782658307,-0.16039687787667312,-0.003866505124119307
104,4.983339385780431,-0.16040074446453292,-0.003866763808336782
105,4.983178985035966,-0.16040461131108497,-0.0038670225186805975
106,4.983018580424655,-0.1604084784163553,-0.003867281255153866
107,4.982858171946239,-0.16041234578037003,-0.003867540017759699
108,4.982697759600458,-0.16041621340315534,-0.0038677988065012165
109,4.982537343387055,-0.16042008128473736,-0.0038680576213815307
110,4.98237692330577,-0.1604239494251422,-0.003868316462403758
111,4.982216499356345,-0.16042781782439597,-0.0038685753295710137
112,4.982056071538521,-0.1604316864825249,-0.0038688342228864166
113,4.981895639852039,-0.16043555539955512,-0.003869093142353082
114,4.981735204296639,-0.16043942457551275,-0.0038693520879741275
115,4.981574764872064,-0.16044329401042395,-0.003869611059752669
116,4.981414321578053,-0.16044716370431492,-0.0038698700576918267
117,4.981253874414349,-0.16045103365721175,-0.003870129081794715
118,4.981093423380692,-0.16045490386914063,-0.0038703881320644533
119,4.980932968476822,-0.16045877434012779,-0.0038706472085041623
120,4.980772509702482,-0.16046264507019933,-0.0038709063111169585
121,4.980612047057412,-0.16046651605938145,-0.0038711654399059612
122,4.980451580541352,-0.16047038730770036,-0.003871424594874292
123,4.980291110154044,-0.16047425881518212,-0.0038716837760250657
124,4.980130635895229,-0.16047813058185306,-0.003871942983361406
125,4.979970157764647,-0.16048200260773932,-0.003872202216886434
126,4.97980967576204,-0.16048587489286703,-0.0038724614766032658
127,4.979649189887147,-0.16048974743726244,-0.0038727207625150264
128,4.97948870013971,-0.1604936202409517,-0.003872980074624834
129,4.979328206519469,-0.16049749330396107,-0.0038732394129358124
130,4.979167709026165,-0.1605013666263167,-0.003873498777451081
131,4.979007207659539,-0.16050524020804485,-0.0038737581681737667
132,4.978846702419331,-0.1605091140491717,-0.0038740175851069863
133,4.978686193305282,-0.16051298814972342,-0.0038742770282538634
134,4.978525680317132,-0.16051686250972627,-0.003874536497617523
135,4.978365163454622,-0.16052073712920648,-0.0038747959932010877
136,4.978204642717493,-0.1605246120081902,-0.003875055515007679
137,4.978044118105485,-0.16052848714670379,-0.0038753150630404243
138,4.977883589618338,-0.16053236254477332,-0.003875574637302444
139,4.977723057255794,-0.1605362382024251,-0.003875834237796864
140,4.977562521017592,-0.16054011411968538,-0.0038760938645268097
141,4.977401980903472,-0.1605439902965803,-0.0038763535174954045
142,4.977241436913175,-0.16054786673313626,-0.003876613196705776
143,4.977080889046442,-0.1605517434293794,-0.0038768729021610476
144,4.976920337303012,-0.16055562038533597,-0.0038771326338643483
145,4.976759781682627,-0.16055949760103222,-0.0038773923918188
146,4.976599222185025,-0.1605633750764944,-0.0038776521760275303
147,4.976438658809949,-0.16056725281174877,-0.003877911986493667
148,4.976278091557137,-0.1605711308068216,-0.0038781718232203367
149,4.97611752042633,-0.16057500906173916,-0.0038784316862106685
150,4.975956945417268,-0.16057888757652766,-0.003878691575467787
151,4.975796366529692,-0.16058276635121344,-0.0038789514909948206
152,4.975635783763341,-0.1605866453858227,-0.003879211432794898
153,4.975475197117955,-0.16059052468038176,-0.003879471400871149
154,4.975314606593275,-0.1605944042349169,-0.0038797313952267016
155,4.97515401218904,-0.1605982840494544,-0.0038799914158646857
156,4.974993413904991,-0.1606021641240205,-0.003880251462788229
157,4.974832811740867,-0.16060604445864154,-0.0038805115360004624
158,4.974672205696408,-0.16060992505334376,-0.003880771635504514
159,4.974511595771355,-0.16061380590815352,-0.0038810317613035177
160,4.974350981965446,-0.1606176870230971,-0.0038812919134006032
161,4.974190364278423,-0.16062156839820071,-0.0038815520917988974
162,4.974029742710025,-0.16062545003349074,-0.003881812296501535
163,4.973869117259992,-0.16062933192899342,-0.0038820725275116445
164,4.973708487928063,-0.16063321408473516,-0.0038823327848323624
165,4.973547854713978,-0.16063709650074223,-0.003882593068466818
166,4.973387217617477,-0.16064097917704093,-0.003882853378418144
167,4.973226576638299,-0.16064486211365758,-0.003883113714689473
168,4.973065931776185,-0.1606487453106185,-0.0038833740772839373
169,4.972905283030874,-0.16065262876795006,-0.003883634466204671
170,4.972744630402106,-0.16065651248567847,-0.003883894881454806
171,4.972583973889621,-0.16066039646383018,-0.0038841553230374785
172,4.972423313493157,-0.16066428070243147,-0.00388441579095582
173,4.972262649212454,-0.16066816520150867,-0.0038846762852129675
174,4.972101981047253,-0.16067204996108816,-0.0038849368058120545
175,4.971941308997292,-0.1606759349811962,-0.003885197352756213
176,4.971780633062311,-0.16067982026185926,-0.0038854579260485843
177,4.971619953242049,-0.1606837058031036,-0.003885718525692301
178,4.971459269536246,-0.16068759160495558,-0.0038859791516904977
179,4.971298581944641,-0.1606914776674416,-0.003886239804046313
180,4.971137890466974,-0.16069536399058798,-0.0038865004827628815
181,4.970977195102983,-0.16069925057442108,-0.0038867611878433406
182,4.970816495852409,-0.16070313741896725,-0.003887021919290826
183,4.97065579271499,-0.1607070245242529,-0.0038872826771084766
184,4.970495085690466,-0.16071091189030443,-0.0038875434612994325
185,4.9703343747785755,-0.16071479951714812,-0.0038878042718668276
186,4.970173659979058,-0.16071868740481043,-0.003888065108813802
187,4.970012941291653,-0.16072257555331768,-0.0038883259721434926
188,4.9698522187161,-0.1607264639626963,-0.0038885868618590406
189,4.969691492252137,-0.1607303526329726,-0.003888847777963581
190,4.969530761899504,-0.16073424156417307,-0.0038891087204602575
191,4.96937002765794,-0.16073813075632407,-0.0038893696893522083
192,4.969209289527183,-0.16074202020945197,-0.0038896306846425742
193,4.969048547506973,-0.1607459099235832,-0.003889891706334495
194,4.96888780159705,-0.16074979989874413,-0.003890152754431108
195,4.968727051797151,-0.16075369013496119,-0.0038904138289355588
196,4.9685662981070156,-0.16075758063226075,-0.003890674929850986
197,4.968405540526383,-0.1607614713906693,-0.0038909360571805314
198,4.968244779054992,-0.16076536241021314,-0.003891197210927336
199,4.968084013692582,-0.16076925369091882,-0.0038914583910945443
200,4.967923244438891,-0.16077314523281266,-0.0038917195976852967
201,4.967762471293659,-0.16077703703592114,-0.0038919808307027355
202,4.967601694256623,-0.16078092910027064,-0.003892242090150004
203,4.967440913327523,-0.16078482142588763,-0.003892503376030246
204,4.967280128506097,-0.16078871401279857,-0.003892764688346606
205,4.9671193397920845,-0.1607926068610298,-0.0038930260271022236
206,4.966958547185223,-0.16079649997060788,-0.0038932873923002488
207,4.966797750685252,-0.16080039334155916,-0.003893548783943821
208,4.96663695029191,-0.16080428697391014,-0.003893810202036088
209,4.966476146004936,-0.16080818086768722,-0.003894071646580193
210,4.966315337824069,-0.1608120750229169,-0.00389433311757928
211,4.9661545257490465,-0.16081596943962562,-0.0038945946150364978
212,4.965993709779607,-0.16081986411783983,-0.0038948561389549902
213,4.965832889915489,-0.16082375905758603,-0.003895117689337905
214,4.965672066156431,-0.1608276542588906,-0.0038953792661883856
215,4.965511238502172,-0.16083154972178007,-0.0038956408695095808
216,4.96535040695245,-0.16083544544628092,-0.0038959024993046364
217,4.965189571507004,-0.16083934143241962,-0.0038961641555767023
218,4.965028732165572,-0.16084323768022263,-0.0038964258383289226
219,4.964867888927892,-0.1608471341897164,-0.0038966875475644463
220,4.9647070417937025,-0.16085103096092748,-0.0038969492832864228
221,4.964546190762742,-0.16085492799388232,-0.0038972110454979997
222,4.9643853358347485,-0.16085882528860743,-0.003897472834202325
223,4.96422447700946,-0.16086272284512929,-0.00389773464940255
224,4.964063614286615,-0.16086662066347443,-0.0038979964911018228
225,4.963902747665951,-0.16087051874366928,-0.003898258359303292
226,4.963741877147208,-0.16087441708574038,-0.0038985202540101076
227,4.963581002730122,-0.16087831568971428,-0.0038987821752254214
228,4.963420124414433,-0.1608822145556174,-0.0038990441229523826
229,4.963259242199877,-0.16088611368347636,-0.0038993060971941433
230,4.963098356086194,-0.16089001307331757,-0.0038995680979538516
231,4.962937466073121,-0.1608939127251676,-0.0038998301252346616
232,4.962776572160395,-0.16089781263905295,-0.003900092179039724
233,4.962615674347757,-0.16090171281500018,-0.00390035425937219
234,4.962454772634942,-0.16090561325303582,-0.003900616366235215
235,4.962293867021689,-0.16090951395318634,-0.003900878499631947
236,4.962132957507736,-0.16091341491547836,-0.0039011406595655424
237,4.96197204409282,-0.16091731613993834,-0.0039014028460391515
238,4.961811126776681,-0.16092121762659287,-0.0039016650590559298
239,4.961650205559054,-0.1609251193754685,-0.003901927298619031
240,4.961489280439679,-0.1609290213865917,-0.0039021895647316064
241,4.961328351418293,-0.16093292365998912,-0.003902451857396813
242,4.961167418494632,-0.16093682619568728,-0.003902714176617806
243,4.961006481668437,-0.1609407289937127,-0.0039029765223977365
244,4.960845540939443,-0.16094463205409193,-0.003903238894739762
245,4.960684596307389,-0.16094853537685166,-0.003903501293647041
246,4.960523647772012,-0.16095243896201833,-0.0039037637191227234
247,4.960362695333051,-0.1609563428096185,-0.0039040261711699676
248,4.960201738990241,-0.1609602469196788,-0.0039042886497919296
249,4.960040778743322,-0.16096415129222583,-0.003904551154991768
250,4.959879814592029,-0.1609680559272861,-0.0039048136867726358
251,4.959718846536102,-0.16097196082488624,-0.0039050762451376944
252,4.959557874575277,-0.1609758659850528,-0.0039053388300900986
253,4.959396898709293,-0.16097977140781242,-0.003905601441633007
254,4.9592359189378845,-0.16098367709319164,-0.003905864079769578
255,4.959074935260792,-0.16098758304121705,-0.003906126744502968
256,4.95891394767775,-0.1609914892519153,-0.003906389435836339
257,4.958752956188499,-0.16099539572531293,-0.003906652153772845
258,4.9585919607927735,-0.1609993024614366,-0.0039069148983156485
259,4.958430961490312,-0.16100320946031288,-0.00390717766946791
260,4.958269958280852,-0.16100711672196844,-0.003907440467232789
261,4.95810895116413,-0.1610110242464298,-0.003907703291613442
262,4.957947940139883,-0.16101493203372358,-0.003907966142613031
263,4.9577869252078495,-0.1610188400838765,-0.003908229020234719
264,4.957625906367766,-0.1610227483969151,-0.003908491924481664
265,4.957464883619369,-0.16102665697286606,-0.003908754855357029
266,4.957303856962396,-0.16103056581175595,-0.003909017812863974
267,4.957142826396584,-0.16103447491361142,-0.003909280797005661
268,4.95698179192167,-0.16103838427845915,-0.003909543807785255
269,4.956820753537392,-0.16104229390632577,-0.003909806845205916
270,4.956659711243486,-0.16104620379723786,-0.003910069909270804
271,4.956498665039688,-0.1610501139512221,-0.003910332999983086
272,4.9563376149257365,-0.16105402436830518,-0.003910596117345925
273,4.956176560901368,-0.16105793504851368,-0.003910859261362481
274,4.95601550296632,-0.1610618459918743,-0.003911122432035921
275,4.955854441120328,-0.16106575719841362,-0.003911385629369408
276,4.95569337536313,-0.16106966866815844,-0.003911648853366107
277,4.955532305694462,-0.16107358040113537,-0.003911912104029183
278,4.955371232114061,-0.16107749239737099,-0.003912175381361798
279,4.955210154621663,-0.16108140465689208,-0.003912438685367121
280,4.9550490732170065,-0.16108531717972527,-0.003912702016048317
281,4.954887987899827,-0.16108922996589722,-0.003912965373408548
282,4.954726898669861,-0.16109314301543465,-0.003913228757450985
283,4.954565805526846,-0.16109705632836419,-0.0039134921681787905
284,4.954404708470517,-0.1611009699047126,-0.0039137556055951345
285,4.954243607500612,-0.16110488374450646,-0.003914019069703181
286,4.954082502616868,-0.1611087978477726,-0.0039142825605061006
287,4.95392139381902,-0.16111271221453763,-0.003914546078007057
288,4.953760281106805,-0.16111662684482825,-0.00391480962220922
289,4.953599164479961,-0.16112054173867119,-0.003915073193115758
290,4.953438043938222,-0.1611244568960931,-0.003915336790729838
291,4.953276919481326,-0.16112837231712077,-0.003915600415054631
292,4.953115791109009,-0.16113228800178087,-0.003915864066093304
293,4.952954658821007,-0.16113620395010012,-0.0039161277438490285
294,4.952793522617057,-0.1611401201621052,-0.003916391448324971
295,4.952632382496895,-0.1611440366378229,-0.003916655179524303
296,4.952471238460257,-0.16114795337727988,-0.003916918937450195
297,4.95231009050688,-0.1611518703805029,-0.003917182722105815
298,4.952148938636499,-0.1611557876475187,-0.003917446533494338
299,4.951987782848852,-0.16115970517835398,-0.00391771037161893
300,4.951826623143674,-0.16116362297303552,-0.003917974236482766
301,4.951665459520701,-0.16116754103159003,-0.003918238128089017
302,4.951504291979669,-0.16117145935404428,-0.003918502046440854
303,4.951343120520315,-0.16117537794042497,-0.003918765991541447
304,4.951181945142375,-0.1611792967907589,-0.003919029963393974
305,4.951020765845584,-0.16118321590507276,-0.003919293962001602
306,4.950859582629679,-0.16118713528339337,-0.003919557987367508
307,4.9506983954943955,-0.1611910549257475,-0.003919822039494864
308,4.9505372044394695,-0.16119497483216183,-0.003920086118386842
309,4.950376009464637,-0.1611988950026632,-0.003920350224046618
310,4.950214810569634,-0.16120281543727835,-0.003920614356477365
311,4.950053607754197,-0.16120673613603406,-0.003920878515682258
312,4.949892401018061,-0.16121065709895707,-0.003921142701664471
313,4.9497311903609615,-0.1612145783260742,-0.003921406914427179
314,4.9495699757826355,-0.1612184998174122,-0.003921671153973558
315,4.949408757282818,-0.1612224215729979,-0.003921935420306784
316,4.949247534861245,-0.16122634359285806,-0.00392219971343003
317,4.949086308517652,-0.16123026587701947,-0.003922464033346475
318,4.948925078251775,-0.16123418842550888,-0.003922728380059295
319,4.9487638440633495,-0.16123811123835316,-0.003922992753571666
320,4.948602605952111,-0.16124203431557912,-0.0039232571538867665
321,4.948441363917795,-0.16124595765721347,-0.003923521581007771
322,4.948280117960138,-0.1612498812632831,-0.003923786034937859
323,4.948118868078875,-0.1612538051338148,-0.003924050515680209
324,4.947957614273741,-0.16125772926883533,-0.003924315023237997
325,4.9477963565444725,-0.16126165366837156,-0.0039245795576144
326,4.947635094890804,-0.16126557833245037,-0.003924844118812604
327,4.947473829312472,-0.16126950326109843,-0.00392510870683578
328,4.947312559809211,-0.1612734284543427,-0.003925373321687112
329,4.947151286380756,-0.16127735391220993,-0.003925637963369776
330,4.946990009026844,-0.161281279634727,-0.003925902631886955
331,4.946828727747209,-0.16128520562192075,-0.003926167327241831
332,4.946667442541587,-0.16128913187381794,-0.003926432049437578
333,4.946506153409714,-0.1612930583904455,-0.00392669679847738
334,4.946344860351323,-0.16129698517183022,-0.003926961574364419
335,4.9461835633661515,-0.161300912217999,-0.0039272263771018764
336,4.946022262453933,-0.16130483952897864,-0.003927491206692933
337,4.945860957614404,-0.161308767104796,-0.003927756063140768
338,4.9456996488473,-0.16131269494547798,-0.003928020946448567
339,4.945538336152354,-0.1613166230510514,-0.0039282858566195115
340,4.945377019529303,-0.16132055142154317,-0.003928550793656785
341,4.945215698977882,-0.16132448005698008,-0.003928815757563567
342,4.945054374497825,-0.16132840895738906,-0.003929080748343045
343,4.944893046088867,-0.16133233812279696,-0.0039293457659984
344,4.944731713750745,-0.1613362675532307,-0.003929610810532817
345,4.944570377483191,-0.1613401972487171,-0.00392987588194948
346,4.944409037285943,-0.16134412720928307,-0.003930140980251572
347,4.944247693158733,-0.1613480574349555,-0.00393040610544228
348,4.944086345101298,-0.16135198792576125,-0.0039306712575247855
349,4.943924993113373,-0.16135591868172727,-0.003930936436502278
350,4.943763637194691,-0.16135984970288036,-0.003931201642377939
351,4.943602277344988,-0.16136378098924756,-0.003931466875154958
352,4.9434409135639985,-0.16136771254085566,-0.00393173213483652
353,4.943279545851458,-0.1613716443577316,-0.00393199742142581
354,4.9431181742071,-0.1613755764399023,-0.003932262734926015
355,4.942956798630661,-0.1613795087873946,-0.003932528075340321
356,4.9427954191218735,-0.16138344140023553,-0.003932793442671918
357,4.942634035680474,-0.16138737427845196,-0.003933058836923992
358,4.942472648306195,-0.16139130742207078,-0.00393332425809973
359,4.942311256998773,-0.16139524083111895,-0.0039335897062023235
360,4.942149861757941,-0.16139917450562338,-0.003933855181234957
361,4.941988462583436,-0.161403108445611,-0.003934120683200819
362,4.94182705947499,-0.16140704265110878,-0.003934386212103101
363,4.941665652432339,-0.1614109771221436,-0.003934651767944993
364,4.941504241455217,-0.16141491185874246,-0.003934917350729681
365,4.941342826543358,-0.16141884686093225,-0.003935182960460356
366,4.941181407696497,-0.1614227821287399,-0.003935448597140207
367,4.941019984914369,-0.16142671766219244,-0.003935714260772428
368,4.940858558196706,-0.1614306534613168,-0.003935979951360208
369,4.9406971275432445,-0.1614345895261399,-0.003936245668906735
370,4.940535692953718,-0.16143852585668872,-0.003936511413415204
371,4.940374254427861,-0.1614424624529902,-0.003936777184888805
372,4.9402128119654085,-0.16144639931507135,-0.0039370429833307284
373,4.940051365566093,-0.16145033644295909,-0.003937308808744168
374,4.93988991522965,-0.16145427383668048,-0.0039375746611323165
375,4.939728460955814,-0.16145821149626238,-0.003937840540498365
376,4.939567002744317,-0.16146214942173184,-0.003938106446845508
377,4.939405540594895,-0.16146608761311582,-0.003938372380176936
378,4.939244074507282,-0.1614700260704413,-0.003938638340495845
379,4.939082604481211,-0.16147396479373533,-0.003938904327805428
380,4.938921130516417,-0.16147790378302482,-0.003939170342108879
381,4.938759652612634,-0.16148184303833676,-0.00393943638340939
382,4.938598170769596,-0.1614857825596982,-0.0039397024517101595
383,4.938436684987036,-0.16148972234713613,-0.003939968547014379
384,4.938275195264689,-0.16149366240067753,-0.003940234669325247
385,4.938113701602288,-0.16149760272034944,-0.003940500818645957
386,4.937952203999568,-0.16150154330617886,-0.003940766994979704
387,4.937790702456262,-0.1615054841581928,-0.0039410331983296834
388,4.937629196972104,-0.16150942527641826,-0.003941299428699095
389,4.937467687546827,-0.16151336666088228,-0.003941565686091131
390,4.937306174180167,-0.16151730831161187,-0.00394183197050899
391,4.937144656871855,-0.16152125022863414,-0.003942098281955874
392,4.936983135621626,-0.161525192411976,-0.003942364620434974
393,4.936821610429214,-0.16152913486166448,-0.003942630985949485
394,4.936660081294352,-0.16153307757772672,-0.0039428973785026146
395,4.9364985482167745,-0.1615370205601897,-0.003943163798097554
396,4.936337011196215,-0.16154096380908045,-0.003943430244737502
397,4.936175470232405,-0.16154490732442606,-0.003943696718425662
398,4.936013925325081,-0.16154885110625353,-0.003943963219165228
399,4.935852376473975,-0.16155279515458995,-0.003944229746959401
400,4.93569082367882,-0.16155673946946236,-0.003944496301811382
401,4.935529266939351,-0.1615606840508978,-0.003944762883724368
402,4.935367706255301,-0.16156462889892337,-0.003945029492701564
403,4.935206141626402,-0.16156857401356609,-0.003945296128746163
404,4.935044573052388,-0.1615725193948531,-0.003945562791861375
405,4.934883000532993,-0.16157646504281142,-0.003945829482050395
406,4.93472142406795,-0.16158041095746808,-0.003946096199316425
407,4.934559843656992,-0.1615843571388503,-0.00394636294366267
408,4.934398259299853,-0.161588303586985,-0.003946629715092325
409,4.934236670996267,-0.16159225030189933,-0.003946896513608597
410,4.934075078745965,-0.16159619728362043,-0.0039471633392146885
411,4.9339134825486815,-0.1616001445321753,-0.003947430191913801
412,4.933751882404149,-0.1616040920475911,-0.003947697071709139
413,4.933590278312101,-0.16160803982989488,-0.003947963978603902
414,4.933428670272272,-0.1616119878791138,-0.003948230912601299
415,4.933267058284392,-0.1616159361952749,-0.0039484978737045285
416,4.933105442348197,-0.1616198847784053,-0.003948764861916798
417,4.932943822463418,-0.16162383362853217,-0.00394903187724131
418,4.9327821986297895,-0.1616277827456825,-0.003949298919681272
419,4.932620570847043,-0.16163173212988358,-0.0039495659892398866
420,4.932458939114913,-0.1616356817811624,-0.003949833085920359
421,4.932297303433132,-0.16163963169954607,-0.003950100209725894
422,4.932135663801432,-0.1616435818850618,-0.003950367360659701
423,4.931974020219547,-0.16164753233773668,-0.00395063453872498
424,4.93181237268721,-0.1616514830575978,-0.003950901743924942
425,4.931650721204152,-0.1616554340446724,-0.003951168976262793
426,4.931489065770107,-0.16165938529898755,-0.003951436235741741
427,4.931327406384808,-0.16166333682057035,-0.00395170352236499
428,4.931165743047988,-0.161667288609448,-0.003951970836135748
429,4.931004075759378,-0.16167124066564764,-0.003952238177057223
430,4.930842404518712,-0.16167519298919647,-0.003952505545132627
431,4.930680729325723,-0.16167914558012156,-0.003952772940365162
432,4.930519050180143,-0.1616830984384501,-0.00395304036275804
433,4.9303573670817045,-0.1616870515642093,-0.0039533078123144706
434,4.93019568003014,-0.16169100495742628,-0.003953575289037661
435,4.9300339890251825,-0.16169495861812816,-0.003953842792930822
436,4.9298722940665645,-0.1616989125463422,-0.003954110323997162
437,4.9297105951540185,-0.1617028667420955,-0.003954377882239889
438,4.9295488922872766,-0.16170682120541527,-0.003954645467662218
439,4.929387185466071,-0.16171077593632874,-0.003954913080267358
440,4.929225474690135,-0.161714730934863,-0.003955180720058516
441,4.9290637599592,-0.1617186862010453,-0.003955448387038908
442,4.928902041272999,-0.1617226417349028,-0.003955716081211744
443,4.928740318631264,-0.16172659753646274,-0.003955983802580235
444,4.928578592033728,-0.16173055360575223,-0.003956251551147591
445,4.928416861480122,-0.16173450994279856,-0.003956519326917027
446,4.928255126970179,-0.16173846654762888,-0.003956787129891755
447,4.9280933885036315,-0.16174242342027043,-0.003957054960074987
448,4.927931646080212,-0.16174638056075039,-0.0039573228174699365
449,4.927769899699651,-0.16175033796909596,-0.003957590702079815
450,4.927608149361682,-0.16175429564533442,-0.003957858613907839
451,4.927446395066037,-0.1617582535894929,-0.003958126552957219
452,4.927284636812448,-0.16176221180159867,-0.003958394519231171
453,4.927122874600647,-0.16176617028167897,-0.003958662512732911
454,4.9269611084303655,-0.16177012902976104,-0.003958930533465651
455,4.926799338301335,-0.1617740880458721,-0.003959198581432609
456,4.92663756421329,-0.16177804733003934,-0.0039594666566369965
457,4.92647578616596,-0.16178200688229002,-0.003959734759082032
458,4.926314004159077,-0.1617859667026514,-0.003960002888770929
